customer_id,gender,location,age,monthly_income,monthly_emi_outflow,total_credit_limit,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,months_since_last_default,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,target_credit_score_movement
5714,male,Dehradun,22,24179,11699,50000,71129,0.13,1,77,1,0,2,16104.74,116910,Stable
5715,male,Raigarh,30,40785,5378,110000,11293,0.25,3,49,23,0,7,57392.14,21430,Stable
5716,male,Chandrapur,30,40713,16850,90000,372216,0.43,1,75,0,0,2,19324.05,254590,Stable
5717,female,Howrah,25,37414,34809,100000,281952,0.63,2,32,0,0,5,73359.52,38898,Decrease
5718,male,Amritsar,30,41106,9528,100000,200945,0.39,2,71,0,15,1,24793.8,172620,Stable
5719,male,Bareilly,50,145573,15784,340000,348668,0.04,2,37,0,0,3,132942.1,51798,Increase
5720,female,Lucknow,67,204306,39895,550000,123275,0.17,0,78,0,0,0,77701.57,430737,Increase
5721,female,Bilaspur,30,37971,6104,80000,55424,0.67,2,84,0,30,2,17948.57,185995,Stable
5722,female,Puducherry,37,72283,25877,150000,131972,0.54,3,85,0,80,0,14831.26,768602,Increase
5723,male,Surat,36,77370,0,160000,0,0.09,0,90,0,0,1,21613.56,879179,Increase
5724,male,Muzzafarnagar,33,50622,6166,130000,74546,0.06,4,78,33,0,1,29519.31,338857,Increase
5725,male,Gandhinagar,23,24772,14537,70000,190289,0.4,1,76,0,24,1,18426.72,176309,Stable
5726,female,Mumbai,62,205385,56353,510000,398979,0.2,0,87,0,0,0,50047.45,717795,Increase
5727,male,Shillong,58,168262,79904,470000,965240,0.95,0,73,0,0,0,57590.33,678453,Stable
5728,female,Vadodara,29,43505,18070,120000,218647,0.34,2,57,36,74,2,54592.03,118284,Stable
5729,male,Kohima,60,195076,58291,550000,821320,0.16,0,86,0,0,0,35913.31,1474341,Increase
5730,female,Noida,22,27093,12973,60000,27113,0.2,1,72,0,0,2,17554.05,236996,Stable
5731,male,Panipat,26,29198,25470,60000,180327,0.63,1,79,0,0,1,12689.51,217266,Stable
5732,male,Shillong,45,122389,95593,250000,104196,0.08,3,40,0,0,2,154644.3,109578,Increase
5733,male,Nagpur,21,48300,11545,110000,47219,0.0,2,66,5,0,3,37395.77,96080,Stable
5734,female,Muzzafarnagar,24,24033,15818,70000,96173,0.37,2,80,2,0,1,19195.33,253275,Stable
5735,female,Saharanpur,34,76877,23831,180000,550257,0.22,4,77,0,0,1,50699.83,275458,Stable
5736,male,Gaya,21,33889,14685,80000,236428,0.84,2,64,0,66,3,27363.36,140168,Stable
5737,male,Chennai,29,27825,23102,60000,117589,0.63,2,32,0,0,6,33807.55,7422,Decrease
5738,male,Dhanbad,39,52850,1410,130000,26931,0.76,1,83,0,0,1,32331.0,484244,Stable
5739,female,Ghaziabad,21,39311,33802,110000,70646,0.67,0,73,0,0,1,37824.89,242990,Stable
5740,male,Itanagar,28,38529,32358,100000,390884,0.2,2,79,0,0,2,34524.07,133856,Stable
5741,male,Jamshedpur,26,44808,15501,100000,140904,0.54,0,75,1,0,1,33046.24,285318,Stable
5742,male,Raigarh,44,145513,131443,310000,1063373,0.95,1,75,0,84,2,51169.48,926603,Decrease
5743,male,Shimla,22,20100,7540,50000,45994,0.72,3,65,0,0,2,23435.91,188445,Stable
5744,female,Bangalore,52,158095,45310,330000,456724,0.47,2,76,0,0,1,41358.77,935031,Stable
5745,female,Meerut,29,42296,22875,100000,93558,0.22,1,73,0,0,1,33582.76,271769,Stable
5746,male,Jalna,31,55271,1306,160000,1410,0.24,5,74,0,0,1,25729.43,362436,Stable
5747,male,Jind,33,78140,6897,180000,42071,0.08,3,81,0,0,1,32598.26,362577,Increase
5748,female,Jalandhar,27,42310,36470,90000,404087,0.9,1,75,23,0,1,28449.14,240398,Stable
5749,female,Noida,42,141697,73536,370000,961850,0.17,1,78,21,15,1,42663.18,690039,Stable
5750,male,Kollam,24,48185,20460,140000,268026,0.13,3,89,0,19,0,14509.55,446852,Increase
5751,female,Nagpur,70,204862,190348,470000,4583579,0.19,1,74,0,0,0,47209.02,252001,Increase
5752,female,Ahmedabad,48,105929,63010,250000,698780,0.25,0,46,0,0,4,94504.41,187050,Stable
5753,male,Tirunelveli,26,47430,39963,130000,163848,0.08,0,72,0,68,1,36017.21,158329,Stable
5754,female,Bilaspur,22,40036,16499,110000,380796,0.39,0,46,0,0,7,70242.12,18244,Stable
5755,female,Dehradun,23,38245,22121,80000,178958,0.28,1,70,0,20,1,16605.5,194147,Stable
5756,male,Bhopal,30,40319,25716,120000,131151,0.14,2,70,0,0,1,25027.35,253358,Stable
5757,male,Panipat,29,25416,12375,60000,137238,0.62,2,55,0,0,3,26594.67,158649,Stable
5758,female,Madurai,36,81391,68381,160000,1442155,0.11,6,75,0,77,1,37706.29,605155,Decrease
5759,male,Dispur,39,64353,44776,170000,227462,0.22,3,76,10,15,2,36116.12,339443,Stable
5760,female,Moradabad,48,104793,97783,270000,2161004,0.9,3,76,24,28,2,30954.5,782024,Stable
5761,male,Kurnool,65,212149,10961,570000,220096,0.29,1,63,0,0,1,104413.43,102616,Increase
5762,female,Gurugram,26,22688,10965,50000,77851,0.11,3,61,0,0,3,23573.7,186564,Stable
5763,male,Daman,37,72167,7620,200000,84582,0.28,0,71,0,0,1,34492.66,518429,Stable
5764,female,Panaji,57,176798,63783,450000,1536532,0.5,1,49,0,0,3,148931.7,93970,Stable
5765,female,Hyderabad,30,45424,38833,120000,236104,0.8,3,79,33,0,1,30185.98,173858,Stable
5766,female,Rishikesh,36,60814,5618,180000,34213,0.78,2,59,0,23,2,48030.22,220020,Stable
5767,male,Raigarh,45,149265,29013,420000,380070,0.95,1,74,0,0,2,90668.71,543021,Stable
5768,male,Patna,25,33533,12370,80000,149677,0.93,3,82,3,0,2,17954.38,105998,Stable
5769,female,Vijayawada,43,146180,25340,390000,255680,0.11,2,73,0,16,2,96465.17,967152,Stable
5770,female,Bhavnagar,29,40826,26842,110000,566097,0.0,1,86,0,0,1,21407.48,426383,Increase
5771,male,Siliguri,22,23494,6687,50000,154335,0.51,1,88,5,0,1,5946.8,326503,Stable
5772,male,Thane,22,40825,24667,90000,396892,0.77,3,79,1,61,1,24676.73,143928,Stable
5773,male,Ludhiana,29,45604,31224,100000,533618,0.56,0,76,0,0,1,24466.95,114450,Stable
5774,male,Gandhinagar,47,119060,2546,290000,25689,0.03,1,77,0,0,2,45867.83,568108,Increase
5775,male,Belgaum,24,45311,40530,120000,490413,0.03,0,77,0,26,2,40345.57,130180,Stable
5776,male,Imphal,64,204524,40685,420000,369419,0.21,1,90,0,0,0,38018.21,526020,Increase
5777,female,Madurai,40,79123,4688,180000,61319,0.1,1,71,0,0,2,29431.55,440787,Increase
5778,male,Visakhapatnam,36,58725,22623,160000,47508,0.97,2,79,0,0,1,47792.37,469238,Stable
5779,female,Chennai,54,173664,48763,480000,150190,0.95,0,76,0,0,1,72094.1,901976,Stable
5780,male,Satna,38,62044,50334,180000,911045,0.73,4,87,0,0,0,23467.85,1147807,Increase
5781,male,Kochi,24,44903,34985,120000,317663,0.09,2,66,0,0,4,38275.96,71230,Stable
5782,female,Raigarh,63,234405,64138,630000,903063,0.18,0,73,25,0,1,59456.63,382907,Increase
5783,female,Solapur,30,36813,15407,100000,78421,0.89,1,46,0,18,8,56179.22,29266,Decrease
5784,male,Bikaner,34,54296,48403,150000,197968,0.05,2,72,33,0,1,33202.66,219134,Stable
5785,female,Dhanbad,32,75529,1023,190000,18506,0.21,4,78,32,0,2,45719.93,208673,Stable
5786,female,Tirupati,60,189019,45536,560000,1051881,0.61,1,78,0,0,1,88548.34,483311,Stable
5787,female,Hoshiarpur,30,24507,4523,70000,36591,0.19,3,76,0,22,1,24379.49,224770,Stable
5788,female,Bikaner,21,32416,26365,70000,160562,0.72,2,54,0,0,3,28180.68,135792,Stable
5789,male,Dharwad,23,34478,14885,100000,16224,0.42,2,89,0,0,1,19984.54,315337,Stable
5790,female,Durgapur,25,39334,24666,110000,224460,0.79,3,66,5,0,4,39987.48,116691,Stable
5791,male,Kottayam,30,39856,4494,90000,45299,0.71,3,78,4,0,2,28035.05,264922,Stable
5792,male,Udaipur,68,236299,65355,680000,985553,0.21,1,67,0,0,1,110511.14,209795,Stable
5793,male,Aurangabad,46,136150,19506,340000,40767,0.58,1,79,0,0,1,83155.17,537247,Stable
5794,male,Patiala,28,46558,19490,120000,469709,0.19,3,57,0,27,3,39342.9,115539,Stable
5795,female,Tirunelveli,28,38550,23531,110000,143068,0.25,2,30,0,0,8,69689.19,8473,Stable
5796,female,Baroda,34,92204,70810,240000,1493382,0.6,1,74,0,25,1,61825.4,201100,Stable
5797,male,Kottayam,23,21612,9766,60000,137700,0.18,2,84,0,0,2,12090.57,285291,Stable
5798,male,Itanagar,28,24212,9349,70000,112935,1.0,2,77,0,30,2,22103.08,184975,Decrease
5799,male,Kavaratti,24,23127,20459,60000,329389,0.42,1,70,0,29,1,17260.04,126285,Stable
5800,male,Jamshedpur,70,239839,8953,590000,126147,0.2,0,75,0,0,0,75124.05,581191,Increase
5801,female,Delhi,27,42249,1545,90000,24859,0.05,3,43,7,19,5,48301.83,24870,Stable
5802,male,Durgapur,44,101908,95408,250000,389264,0.21,0,88,0,0,0,30597.04,1686921,Increase
5803,female,Gurgaon,44,140538,12447,290000,212594,0.27,3,81,0,0,1,60273.45,1111206,Stable
5804,male,Jind,30,24503,16855,60000,220463,0.25,0,61,0,0,4,26644.82,79827,Stable
5805,male,Kollam,23,33196,2548,70000,20613,0.38,3,73,0,88,2,17504.59,151937,Stable
5806,male,Surat,31,72620,41326,210000,912891,0.96,4,76,0,16,2,42710.64,516375,Stable
5807,male,Ambala,25,34493,31007,70000,312550,0.46,1,85,0,30,0,9988.27,216656,Stable
5808,female,Kollam,21,29434,23666,60000,309551,0.43,3,40,0,0,6,37996.92,46813,Decrease
5809,female,Dhanbad,29,39974,10021,80000,101111,0.09,1,61,0,22,2,27359.6,51016,Stable
5810,female,Satna,22,32428,29104,70000,60536,0.04,3,73,0,17,2,15760.97,276353,Stable
5811,male,Nagpur,42,146690,89828,320000,1446230,0.84,3,79,0,65,1,45289.26,785660,Stable
5812,male,Bhubaneswar,67,233477,127520,500000,1159156,0.04,0,73,0,0,0,56721.79,213363,Increase
5813,female,Dehradun,42,133594,123569,330000,134690,0.14,0,90,0,0,0,44920.28,1430510,Increase
5814,female,Jind,32,82276,52476,170000,896290,0.12,0,75,0,0,1,45498.37,480691,Stable
5815,male,Chennai,47,146609,3079,340000,46492,0.22,2,41,0,0,4,125617.96,186729,Stable
5816,male,Mysore,29,41551,20767,100000,417209,0.64,0,50,26,27,4,37129.23,159068,Stable
5817,female,Ghaziabad,28,36476,30643,90000,217258,0.47,0,52,5,0,3,41462.18,86023,Stable
5818,male,Bangalore,53,166409,148101,440000,2236325,0.12,1,89,0,0,0,18318.65,1448077,Increase
5819,male,Kavaratti,56,161302,102717,380000,1138104,0.25,0,58,4,0,2,69972.92,194973,Stable
5820,female,Saharanpur,54,178836,34922,390000,701582,0.98,0,66,8,0,1,64143.99,362061,Stable
5821,male,Meerut,65,216061,74260,630000,749283,0.02,1,79,0,0,1,81399.79,253469,Stable
5822,female,Faridabad,44,145503,1368,360000,12448,0.88,2,77,24,0,2,36827.23,930717,Stable
5823,male,Siliguri,26,39313,28265,110000,342006,0.98,3,82,1,0,1,36765.38,133708,Stable
5824,female,Surat,41,100492,85263,250000,2053985,0.72,0,77,0,0,2,31271.11,740324,Stable
5825,male,Panipat,23,24541,16109,60000,194757,0.13,0,71,2,78,2,15675.57,264805,Stable
5826,female,Raigarh,25,35843,13085,100000,14131,0.98,3,70,0,0,1,25143.82,252380,Stable
5827,female,Bhilwara,28,49339,36290,100000,256933,0.45,0,76,0,76,1,21765.01,149559,Stable
5828,female,Mumbai,28,26026,13722,60000,97426,0.01,1,76,0,0,1,19357.76,252069,Stable
5829,female,Ranchi,31,95835,83094,210000,1171625,0.23,1,71,0,18,2,62027.41,646704,Stable
5830,male,Nashik,35,81259,36379,190000,257563,0.28,0,77,0,0,2,49931.96,526640,Stable
5831,male,Kohima,68,248100,93869,710000,1605159,0.04,0,79,0,0,1,104026.52,265872,Stable
5832,female,Muzzafarnagar,47,135767,21485,310000,216568,0.77,2,74,0,0,2,55920.9,1195304,Stable
5833,male,Aurangabad,32,94215,85864,230000,1811730,0.2,1,58,27,0,2,94423.82,132350,Stable
5834,male,Raebareli,28,40892,6114,90000,18831,0.23,3,65,28,0,3,35366.5,108340,Stable
5835,male,Chandrapur,39,67284,57417,170000,693597,0.4,3,79,6,0,1,42030.05,638826,Stable
5836,male,Hyderabad,45,137004,22714,290000,47699,0.51,3,52,0,0,1,88723.85,373093,Stable
5837,male,Surat,68,240306,16127,620000,259322,0.27,0,72,0,0,0,67817.66,508552,Increase
5838,female,Dhanbad,32,60668,37378,160000,78493,0.77,4,58,0,79,3,54232.66,343220,Stable
5839,female,Jaipur,29,23656,20780,50000,354922,0.7,3,50,20,19,4,23230.22,90168,Stable
5840,female,Chandigarh,65,214750,54678,490000,332442,0.1,1,79,0,0,0,56354.08,591511,Increase
5841,female,Kohima,23,40950,28683,120000,145996,0.02,1,70,0,0,1,32510.34,112010,Stable
5842,male,Thane,28,24986,8612,60000,86895,0.03,2,76,0,0,2,20028.56,179832,Stable
5843,male,Chandigarh,27,22703,12730,50000,77525,0.18,0,76,0,0,1,11880.04,225506,Stable
5844,female,Kottayam,27,44501,24427,110000,221797,0.04,1,62,35,0,2,38792.48,100709,Stable
5845,male,Patiala,28,25075,16400,70000,198440,0.94,3,73,11,82,2,24450.4,176215,Stable
5846,male,Lucknow,21,37652,14821,100000,60766,0.03,2,78,0,0,1,32524.03,139471,Stable
5847,female,Noida,43,148686,8166,410000,49730,0.23,1,76,0,0,2,85841.65,1058286,Stable
5848,male,Raebareli,54,179831,151838,400000,163985,0.83,0,77,0,0,0,58063.49,402395,Stable
5849,female,Raigarh,29,39119,6256,90000,6756,0.46,1,73,0,26,2,30892.44,273400,Stable
5850,female,Firozabad,22,39152,17874,110000,359267,0.44,1,60,0,30,2,50193.23,154672,Stable
5851,male,Hyderabad,59,163503,119612,410000,849245,0.26,0,31,0,0,2,159664.97,12132,Stable
5852,male,Raipur,41,106449,66123,220000,337227,0.42,2,74,0,0,1,28703.38,591650,Stable
5853,female,Gwalior,59,162434,56141,380000,454742,0.03,2,88,0,0,1,38160.61,1113565,Increase
5854,female,Madurai,30,25162,14671,70000,133212,0.16,3,71,0,0,2,18031.24,131598,Stable
5855,male,Aligarh,44,126596,64893,250000,1109021,0.06,1,61,0,0,1,74158.46,462164,Stable
5856,female,Aizawl,32,99516,2447,210000,24665,0.36,3,75,0,0,2,38335.53,618341,Stable
5857,female,Shillong,24,25722,21162,60000,86552,0.16,1,77,0,0,2,12209.24,140157,Stable
5858,female,Faridabad,25,44151,13135,120000,53590,0.77,0,60,6,16,3,53444.03,145187,Stable
5859,male,Port Blair,54,198836,98475,570000,1290022,0.46,0,53,0,18,2,131921.17,268165,Stable
5860,female,Agartala,37,55300,40605,160000,450309,0.18,2,72,0,23,2,39182.37,683027,Stable
5861,male,Imphal,27,23246,18982,50000,20880,0.35,0,79,0,64,1,13580.9,205816,Decrease
5862,female,Itanagar,22,26949,5965,60000,54162,0.63,3,80,0,0,2,13088.68,242028,Stable
5863,male,Kanpur,51,158248,11847,460000,249971,0.03,1,72,0,0,0,38405.14,708417,Increase
5864,female,Jammu,28,30504,4430,80000,93384,0.22,3,65,11,0,3,39758.91,122446,Stable
5865,male,Surat,66,207000,47578,600000,480537,0.09,1,85,0,0,1,23800.85,516695,Increase
5866,male,Pune,44,100654,17992,280000,199711,0.2,2,52,0,0,2,87295.66,525145,Stable
5867,male,Mumbai,27,30987,15545,60000,110369,0.27,2,86,0,24,1,10058.42,285526,Stable
5868,female,Ahmedabad,70,201562,77229,590000,315094,0.17,1,71,0,0,0,80091.63,328997,Increase
5869,female,Gurgaon,26,21196,15250,60000,31720,0.19,2,82,0,0,2,12360.24,242084,Stable
5870,female,Rishikesh,25,30228,0,80000,0,0.08,3,80,0,0,1,19960.11,256547,Increase
5871,male,Muzzafarnagar,25,32293,16917,70000,153775,0.35,0,64,0,0,3,32292.26,167913,Stable
5872,female,Daman,35,56962,25233,130000,178901,0.88,3,78,0,0,1,33911.6,496824,Stable
5873,male,Patna,28,32060,11940,70000,120594,0.49,2,53,5,22,4,29584.22,113190,Stable
5874,female,Faridabad,25,22272,15832,50000,48920,0.11,0,59,3,0,2,21462.42,70232,Stable
5875,male,Jaipur,23,29297,24278,80000,99539,0.02,1,75,0,0,2,18424.5,216490,Stable
5876,male,Srinagar,39,54236,26403,160000,450963,0.07,6,80,0,0,2,26909.78,252351,Stable
5877,male,Ranchi,35,94563,86546,200000,1824389,0.02,1,72,0,0,1,34065.46,323331,Stable
5878,female,Gwalior,28,47749,39153,110000,121374,0.28,3,74,0,0,2,22931.94,178250,Stable
5879,female,Kanpur,23,43393,32964,120000,596648,0.25,2,72,6,0,2,33802.8,184817,Stable
5880,female,Agra,31,64417,11687,170000,258165,0.56,2,33,0,22,4,100652.74,14413,Stable
5881,male,Rajkot,60,175213,29332,460000,676982,0.27,2,62,0,0,1,108957.31,206478,Stable
5882,male,Belgaum,44,143974,44922,400000,1037248,0.0,1,46,0,0,2,194566.36,169582,Stable
5883,female,Rishikesh,23,24644,9406,70000,170248,0.09,1,65,0,0,4,22309.81,65197,Stable
5884,female,Satna,44,105583,32131,270000,99284,0.18,2,83,0,0,1,34927.69,1128575,Stable
5885,female,Visakhapatnam,24,20461,15350,60000,339081,0.83,1,35,0,0,8,43909.9,13406,Decrease
5886,male,Ghaziabad,52,189565,19592,510000,315039,0.53,2,65,0,0,2,85726.37,198704,Stable
5887,male,Gaya,36,88976,77582,190000,1480264,0.17,1,63,24,0,3,59472.5,126549,Stable
5888,male,Shimla,33,88199,76810,200000,83722,0.05,4,68,26,0,2,76366.09,287053,Stable
5889,male,Tirupati,31,70384,66595,180000,71922,0.13,3,75,0,27,2,53710.7,546193,Stable
5890,male,Bikaner,34,69655,55661,200000,616723,0.5,2,79,0,71,2,55160.65,466812,Stable
5891,female,Jalandhar,31,98864,45832,290000,325407,0.79,2,72,17,0,1,56518.49,262772,Stable
5892,male,Vadodara,24,22425,10838,70000,33489,0.47,1,76,0,0,1,17000.39,184876,Stable
5893,male,Durgapur,23,35709,26193,80000,395514,0.04,3,74,0,83,2,23727.75,190276,Stable
5894,male,Vadodara,28,23475,12188,50000,171607,0.72,0,84,0,0,2,17040.82,291939,Stable
5895,male,Ambala,22,22437,7810,50000,102232,0.23,2,79,3,0,2,14922.48,285845,Stable
5896,male,Gangtok,34,94928,84712,270000,1532440,0.13,1,74,0,0,1,65712.57,427485,Stable
5897,female,Chandigarh,21,45096,25770,130000,208479,0.04,2,33,1,0,5,87832.02,16910,Stable
5898,male,Puducherry,28,40534,36061,110000,75006,0.11,3,58,0,0,3,47187.43,189337,Stable
5899,male,Amritsar,25,48703,18121,110000,400474,0.3,3,60,0,84,4,33714.01,147630,Stable
5900,male,Kollam,32,68961,39042,210000,198333,0.03,0,79,9,17,2,40977.22,432287,Stable
5901,female,Gurgaon,26,47428,31521,120000,128605,0.12,0,57,0,0,3,43466.92,119993,Stable
5902,female,Nagapattinam,22,47838,15218,140000,138483,0.79,2,72,0,0,2,30427.63,106192,Stable
5903,female,Satna,29,22834,1804,50000,10968,0.61,0,72,0,0,1,13787.53,295901,Stable
5904,male,Shimla,27,49024,33916,130000,715627,0.8,2,74,0,0,1,31585.76,207061,Stable
5905,female,Kochi,42,122660,18823,300000,340319,0.54,0,62,0,26,1,85303.96,312254,Stable
5906,male,Bhilwara,49,132055,33450,360000,437860,0.07,0,79,0,0,1,61176.16,1122796,Stable
5907,male,Haldwani,27,30379,14496,90000,59433,0.41,1,65,0,0,4,37885.21,156909,Stable
5908,female,Nellore,23,34784,20229,90000,163652,0.24,0,52,0,0,3,32120.08,104194,Stable
5909,male,Gwalior,32,85013,28648,200000,88522,0.06,5,76,19,80,2,30865.14,509474,Stable
5910,male,Bilaspur,42,105328,3538,310000,85265,0.59,0,77,0,0,2,53618.58,879471,Stable
5911,male,Bhilwara,37,58583,11335,120000,12468,0.44,3,77,0,0,2,24175.37,201613,Stable
5912,female,Bilaspur,40,77106,25314,190000,508305,0.25,2,78,0,0,1,45191.39,221403,Stable
5913,male,Amaravati,24,46395,34237,110000,208845,0.7,0,79,0,0,1,35742.52,223162,Stable
5914,male,Firozabad,30,41966,27183,120000,138361,0.25,3,52,5,0,4,49489.21,198323,Stable
5915,female,Panipat,40,88715,6866,230000,21215,0.13,1,71,17,0,2,58535.61,484203,Stable
5916,male,Patna,50,149495,59461,310000,184329,0.29,1,78,0,0,2,70551.15,1104910,Stable
5917,male,Mysore,67,246151,17928,620000,378280,0.14,0,75,0,0,0,70305.89,380020,Increase
5918,female,New Delhi,28,20354,7665,60000,46603,0.87,1,76,0,17,2,20083.12,146097,Stable
5919,male,Bhopal,40,61343,52455,160000,895931,0.05,3,77,3,0,1,47750.9,397533,Stable
5920,male,Satna,28,34918,30529,80000,246979,0.74,1,79,0,0,2,16799.45,238751,Stable
5921,male,Srinagar,43,145584,95160,330000,1720492,0.24,0,70,0,0,2,42323.04,556846,Stable
5922,male,Hyderabad,31,93570,15770,280000,158961,0.58,1,57,0,27,2,102377.19,212000,Stable
5923,male,Agra,47,103510,25716,220000,619241,0.09,2,90,30,0,1,19388.5,1375524,Increase
5924,female,Patiala,28,25218,16213,70000,195853,0.94,2,76,0,0,1,20891.92,125079,Stable
5925,female,Tirupati,30,41823,31563,130000,34088,0.1,0,90,0,21,0,24118.3,337509,Increase
5926,female,Haldwani,23,36286,5073,80000,76551,0.74,0,55,0,0,4,33322.13,167464,Stable
5927,female,Chennai,27,26842,19405,60000,409057,0.04,2,71,0,0,1,12462.86,160505,Stable
5928,male,Chandigarh,30,39014,16212,100000,17833,0.24,3,72,6,0,1,29614.92,287395,Stable
5929,male,Panaji,21,30802,20704,70000,271222,0.63,0,78,0,22,2,17848.67,245549,Stable
5930,male,Shirdi,65,217218,40049,450000,44053,0.12,0,75,0,0,0,59421.61,501583,Increase
5931,male,Lucknow,27,36401,13117,90000,92999,0.86,2,71,25,0,2,28135.4,138193,Stable
5932,male,Aligarh,27,43156,18186,90000,56194,0.2,0,78,29,0,1,27862.91,225735,Stable
5933,female,Kolhapur,35,86048,41316,210000,86763,0.2,7,70,0,0,2,59473.29,587467,Stable
5934,female,Rajkot,42,116543,101629,340000,721565,0.91,7,87,0,0,1,37320.81,1073475,Decrease
5935,male,Mysore,37,54170,15384,130000,109226,0.08,1,67,0,0,2,50082.07,265437,Stable
5936,male,Erode,58,192669,176333,490000,3542529,0.14,3,74,0,0,1,62532.84,798947,Stable
5937,male,Dispur,27,20675,16824,50000,136106,0.11,1,72,0,0,2,14102.86,138994,Stable
5938,female,Bikaner,25,20075,18185,40000,19639,0.23,0,52,0,0,2,15918.62,143121,Stable
5939,male,Jalna,28,44203,16581,100000,167136,0.1,2,35,0,19,8,78753.84,26354,Decrease
5940,male,Gangtok,25,23386,3697,50000,22514,0.2,0,38,0,0,4,29420.15,11380,Increase
5941,male,Muzzafarnagar,22,30451,21145,90000,86694,0.26,2,36,0,0,4,47442.37,39990,Stable
5942,female,Firozabad,21,48329,44539,130000,1028850,0.41,1,70,3,86,1,35572.7,100747,Stable
5943,male,Bhopal,39,99474,77193,210000,1859579,0.59,0,70,0,0,1,36440.72,238000,Stable
5944,female,Chandrapur,30,26430,9339,70000,94137,0.72,3,72,0,25,1,21194.88,270149,Stable
5945,female,Ranchi,65,248388,70571,550000,924480,0.26,1,54,0,0,1,99386.8,192308,Stable
5946,female,Kohima,64,239507,41604,550000,461388,0.17,0,74,0,0,0,65127.42,418359,Increase
5947,female,Dharwad,24,33031,0,80000,0,0.94,1,47,0,0,4,48650.42,37437,Stable
5948,female,Dispur,24,26506,15867,70000,80763,0.99,0,78,0,29,2,16661.84,263719,Stable
5949,female,Lucknow,39,73214,23276,220000,188070,0.25,1,50,35,0,3,80904.73,393774,Stable
5950,male,Visakhapatnam,27,32535,30897,90000,497132,0.03,0,61,0,0,2,39413.83,151886,Stable
5951,male,Nagpur,22,37065,16328,100000,148421,0.17,0,40,2,0,4,53142.39,23200,Stable
5952,male,Bilaspur,45,116128,64929,280000,396066,0.58,1,43,0,0,3,161210.24,59916,Stable
5953,female,Raebareli,25,39639,9808,110000,20596,0.31,3,73,0,0,2,37879.89,149261,Stable
5954,male,Meerut,66,224714,153895,480000,1091115,0.93,0,75,0,0,1,63004.38,483136,Stable
5955,female,Gandhinagar,24,34060,25170,80000,127863,0.21,3,75,0,0,2,26107.93,116916,Stable
5956,female,Gwalior,69,213091,7793,610000,24080,0.15,1,77,0,0,0,90020.44,422110,Increase
5957,female,Kavaratti,24,24730,4907,70000,54418,0.54,3,78,0,0,1,19724.64,281415,Stable
5958,male,Nagapattinam,23,43838,24253,110000,293461,0.94,3,76,0,0,2,25194.8,195321,Stable
5959,female,Port Blair,24,45918,23309,120000,48948,0.05,3,50,0,24,4,52776.48,98567,Stable
5960,female,New Delhi,48,140894,1716,390000,20729,0.21,3,40,0,0,3,227174.24,85648,Increase
5961,male,Srinagar,29,25627,19435,50000,98729,0.69,2,78,27,0,1,17051.59,274185,Stable
5962,male,Itanagar,23,41902,21643,100000,196951,0.92,1,43,0,0,7,73784.94,1081,Decrease
5963,female,Bhopal,28,39256,21378,100000,237082,0.98,3,61,31,0,4,35481.57,61676,Stable
5964,female,Chandrapur,30,44961,21709,130000,197551,0.38,2,54,0,0,2,64477.3,76170,Stable
5965,male,Faridabad,28,20284,14904,40000,150381,0.17,3,78,36,0,2,12816.74,236349,Stable
5966,male,Kolkata,23,47450,37596,100000,379719,0.87,3,69,0,66,4,43718.64,189887,Decrease
5967,male,Aizawl,39,91256,11286,230000,271992,0.7,4,72,0,0,1,46497.89,500983,Stable
5968,female,Bhilwara,29,22901,2330,60000,14166,0.85,3,55,0,0,4,28390.28,59855,Stable
5969,male,Thane,29,48712,28096,100000,592263,0.13,2,72,5,80,2,26414.4,191722,Stable
5970,male,Tirupati,53,150138,82705,370000,337436,0.16,0,77,0,0,1,63807.79,948437,Stable
5971,male,Bhopal,45,124158,36583,260000,881284,0.02,2,76,0,0,2,46398.97,804845,Stable
5972,female,Amaravati,21,29597,6072,70000,121925,0.11,2,39,0,0,4,49524.59,9011,Increase
5973,male,Howrah,21,48627,33717,130000,306150,0.43,0,74,0,0,1,35381.43,115000,Stable
5974,male,Kollam,40,62138,32804,180000,35428,0.27,0,72,0,0,2,40764.39,497154,Stable
5975,male,Kollam,45,147014,23657,370000,120650,0.05,1,69,0,19,1,82425.09,552178,Stable
5976,male,Nashik,25,38126,18121,90000,200780,0.28,1,76,0,0,1,31089.04,223980,Stable
5977,male,Satna,21,39587,20120,110000,383889,0.17,3,67,0,21,3,51649.63,154720,Stable
5978,female,Pune,26,28947,15205,70000,320521,0.93,2,36,0,0,7,35009.11,43213,Decrease
5979,female,Dharwad,39,76654,22477,220000,249494,0.68,4,73,24,0,2,36651.34,643429,Stable
5980,female,Coimbatore,27,24828,23455,60000,119151,0.91,1,56,0,19,2,27574.36,174061,Decrease
5981,male,Panaji,53,176397,4952,450000,74725,0.41,1,49,0,0,2,211328.15,27934,Increase
5982,female,Shirdi,69,231164,16493,550000,248714,0.05,1,76,0,0,0,37217.5,326732,Increase
5983,female,Puducherry,35,81172,26985,180000,298993,0.36,1,71,15,0,2,47458.39,390473,Stable
5984,female,Aligarh,23,48252,25323,140000,103317,0.07,2,87,3,0,0,15401.4,411579,Increase
